SKU,Brand,Model,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
LTP00741,Acer,Ultrabook,Ryzen 9 5900HS,16GB,256GB SSD,GTX 1650 4GB,13.3,FHD,1.9,Linux,Ultrabook,6.4,No,84000
LTP00742,Realme,Netbook,i3-1115G4,8GB,256GB HDD,MX550 2GB,13.3,FHD,1.3,Linux,Netbook,8.4,No,24000
LTP00743,Apple,Gaming Series,Apple M1,16GB,512GB SSD,Integrated,16.0,Retina,2.5,macOS,Gaming Series,13.8,No,129000
LTP00744,Microsoft,Netbook,i3-1115G4,8GB,256GB HDD,Integrated,13.3,HD,1.0,Windows 10,Netbook,7.5,No,20315
LTP00745,Apple,Ultrabook,Apple M1 Pro,8GB,1TB SSD,Integrated,13.3,Retina,1.6,macOS,Ultrabook,14.3,No,127000
LTP00746,HP,Ultrabook,i5-1135G7,16GB,512GB SSD,GTX 1650 4GB,13.3,HD,1.8,Linux,Ultrabook,7.5,No,78000
LTP00747,HP,Ultrabook,Ryzen 3 3250U,16GB,512GB SSD,Integrated,13.3,QHD,1.3,Linux,Ultrabook,9.2,No,68000
LTP00748,Microsoft,Notebook,i3-1115G4,4GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Windows 10,Notebook,5.4,No,69000
LTP00749,Dell,Netbook,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,11.6,HD,0.9,Linux,Netbook,6.0,No,36000
LTP00750,Infinix,Gaming Series,i7-12700H,16GB,1TB SSD,GTX 1650 4GB,17.3,4K,2.7,Windows 11,Gaming Series,5.6,No,122000
LTP00751,HP,Notebook,i7-11800H,8GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,Windows 10,Notebook,5.7,No,70000
LTP00752,Lenovo,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 4060 8GB,16.0,QHD,2.8,Linux,Gaming Series,4.0,No,130000
LTP00753,Acer,Gaming Series,Ryzen 9 5900HX,16GB,512GB SSD,RTX 3060 6GB,17.3,QHD,2.6,Windows 10,Gaming Series,3.2,No,113000
LTP00754,Avita,Notebook,Ryzen 5 5600H,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.7,Windows 11,Notebook,7.3,No,39000
LTP00755,Lenovo,Notebook,Ryzen 5 5500U,16GB,1TB SSD,MX550 2GB,15.6,HD,1.7,Linux,Notebook,5.8,No,75000
LTP00756,Avita,Notebook,Ryzen 7 5800H,8GB,512GB SSD,Integrated,14.0,FHD,1.9,Windows 10,Notebook,6.8,No,44000
LTP00757,Apple,Netbook,Apple M2,4GB,256GB HDD,Integrated,11.6,Retina,1.2,macOS,Netbook,14.2,Yes,33847
LTP00758,ASUS,Notebook,Ryzen 5 5600H,16GB,512GB SSD,MX550 2GB,14.0,QHD,2.0,Windows 11,Notebook,9.8,No,68000
LTP00759,Dell,Ultrabook,i9-12900H,8GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.1,Windows 10,Ultrabook,8.7,No,87000
LTP00760,ASUS,Notebook,i7-12700H,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,macOS,Notebook,8.1,No,90000
LTP00761,Infinix,Notebook,Ryzen 3 3250U,8GB,512GB SSD,Integrated,14.0,FHD,1.8,Windows 10,Notebook,5.1,No,32000
LTP00762,Lenovo,Ultrabook,i3-1115G4,16GB,512GB SSD,MX550 2GB,14.0,HD,1.8,macOS,Ultrabook,7.8,No,63000
LTP00763,Microsoft,Ultrabook,i5-12500H,8GB,1TB SSD,Integrated,14.0,FHD,2.0,Windows 10,Ultrabook,6.3,No,86000
LTP00764,Dell,Gaming Series,i9-12900H,32GB,2TB SSD,RTX 4050 6GB,16.0,QHD,2.6,macOS,Gaming Series,3.1,No,194000
LTP00765,Avita,Business Series,Ryzen 5 5500U,8GB,2TB SSD,Integrated,15.6,FHD,2.1,Linux,Business Series,6.0,No,63000
LTP00766,Acer,Gaming Series,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4050 6GB,16.0,FHD,2.3,Linux,Gaming Series,6.0,No,116000
LTP00767,Microsoft,Gaming Series,Ryzen 9 5900HS,32GB,2TB SSD,RTX 3070 8GB,16.0,FHD,2.8,Windows 10,Gaming Series,4.5,No,191000
LTP00768,Lenovo,Ultrabook,i7-11800H,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.2,Windows 11,Ultrabook,9.1,No,66000
LTP00769,Dell,Netbook,Ryzen 3 3250U,4GB,256GB HDD,Integrated,11.6,FHD,1.3,Windows 10,Netbook,6.6,No,23000
LTP00770,HP,Notebook,i3-1215U,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.2,Linux,Notebook,9.5,No,55000
LTP00771,Lenovo,Ultrabook,Ryzen 3 3250U,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.1,Windows 11,Ultrabook,7.8,No,67000
LTP00772,MSI,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 3050 4GB,17.3,QHD,2.4,Windows 10,Gaming Series,4.3,No,140000
LTP00773,Dell,Business Series,i3-1115G4,16GB,2TB SSD,Integrated,14.0,FHD,1.8,Linux,Business Series,8.1,No,90000
LTP00774,Dell,Gaming Series,Ryzen 7 5800H,32GB,1TB SSD,RTX 3070 8GB,17.3,FHD,2.0,Windows 11,Gaming Series,3.2,No,151000
LTP00775,Apple,Ultrabook,Apple M1 Pro,16GB,1TB SSD,Integrated,13.3,Retina,1.1,macOS,Ultrabook,15.5,No,144000
LTP00776,Infinix,Notebook,i5-12500H,8GB,1TB SSD,Integrated,14.0,FHD,1.7,Linux,Notebook,9.9,Yes,48000
LTP00777,Infinix,Notebook,i5-1135G7,16GB,256GB SSD,Integrated,14.0,FHD,1.9,Windows 10,Notebook,9.2,No,46000
LTP00778,HP,Notebook,Ryzen 9 5900HS,16GB,1TB SSD,Integrated,15.6,FHD,2.0,Windows 11,Notebook,7.2,No,78000
LTP00779,Infinix,Ultrabook,i7-1255U,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.3,Windows 11,Ultrabook,6.9,No,57000
LTP00780,MSI,Notebook,i7-11800H,16GB,256GB SSD,Integrated,14.0,QHD,2.2,Linux,Notebook,8.1,Yes,112000
LTP00781,Lenovo,Ultrabook,Ryzen 7 5800H,32GB,512GB SSD,Integrated,13.3,FHD,1.7,macOS,Ultrabook,7.0,Yes,93000
LTP00782,Apple,Ultrabook,Apple M1 Pro,8GB,256GB SSD,Integrated,14.0,Retina,1.9,macOS,Ultrabook,12.4,No,117000
LTP00783,Samsung,Ultrabook,i7-1255U,16GB,1TB SSD,Integrated,14.0,FHD,1.8,macOS,Ultrabook,5.3,Yes,96000
LTP00784,ASUS,Notebook,i5-1235U,8GB,256GB SSD,MX550 2GB,14.0,FHD,2.2,Linux,Notebook,8.6,No,68000
LTP00785,HP,Notebook,i5-11400H,16GB,256GB SSD,Integrated,15.6,FHD,2.2,Windows 10,Notebook,9.6,No,67000
LTP00786,MSI,Notebook,i7-12700H,8GB,1TB SSD,MX550 2GB,14.0,QHD,1.8,Windows 11,Notebook,7.6,No,97000
LTP00787,Dell,Ultrabook,i5-1235U,16GB,256GB SSD,Integrated,14.0,FHD,1.9,Windows 11,Ultrabook,6.7,No,72000
LTP00788,Infinix,Ultrabook,Ryzen 9 5900HS,16GB,512GB SSD,Integrated,14.0,FHD,1.6,Windows 11,Ultrabook,5.7,Yes,63000
LTP00789,MSI,Gaming Series,Ryzen 9 5900HS,32GB,1TB SSD,RTX 3050 4GB,16.0,FHD,2.5,Windows 10,Gaming Series,4.0,No,164000
LTP00790,Acer,Netbook,i3-1215U,8GB,256GB SSD,Integrated,11.6,FHD,1.5,Windows 10,Netbook,8.0,No,25000
LTP00791,Infinix,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,RTX 3060 6GB,16.0,FHD,2.7,Linux,Gaming Series,3.2,No,125000
LTP00792,Apple,Business Series,Apple M1,8GB,512GB SSD,Integrated,14.0,Retina,1.8,macOS,Business Series,12.4,No,111000
LTP00793,HP,Gaming Series,Ryzen 7 5800H,32GB,512GB SSD,RTX 3060 6GB,17.3,FHD,2.3,Windows 11,Gaming Series,4.4,No,135000
LTP00794,ASUS,Notebook,i3-1215U,16GB,512GB SSD,Integrated,14.0,FHD,1.5,Windows 10,Notebook,8.8,No,56000
LTP00795,MSI,Ultrabook,i5-1235U,16GB,512GB SSD,Integrated,14.0,FHD,1.1,Linux,Ultrabook,6.2,No,84000
LTP00796,Infinix,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.4,Windows 10,Gaming Series,3.8,No,115000
LTP00797,ASUS,Business Series,i5-12500H,16GB,2TB SSD,MX550 2GB,15.6,4K,1.7,Linux,Business Series,8.5,No,122000
LTP00798,ASUS,Netbook,i3-1215U,8GB,256GB SSD,MX550 2GB,13.3,HD,1.2,macOS,Netbook,6.4,No,36000
LTP00799,Realme,Ultrabook,i5-1135G7,16GB,1TB SSD,Integrated,13.3,HD,1.7,Windows 11,Ultrabook,8.9,Yes,62000
LTP00800,Samsung,Ultrabook,Ryzen 7 5800H,8GB,256GB SSD,Integrated,14.0,FHD,2.0,Windows 10,Ultrabook,5.3,No,58000
LTP00801,Dell,Gaming Series,Ryzen 7 5800H,16GB,1TB SSD,GTX 1650 4GB,16.0,FHD,2.5,Linux,Gaming Series,3.1,No,105000
LTP00802,Realme,Gaming Series,i9-12900H,16GB,512GB SSD,RTX 4050 6GB,17.3,FHD,2.3,macOS,Gaming Series,5.2,No,113000
LTP00803,HP,Ultrabook,i7-11800H,16GB,1TB SSD,MX550 2GB,14.0,HD,1.4,Linux,Ultrabook,8.7,No,82000
LTP00804,Dell,Notebook,i5-11400H,16GB,512GB SSD,Integrated,15.6,HD,1.7,Windows 10,Notebook,6.3,No,71000
LTP00805,Realme,Notebook,i7-11800H,16GB,512GB SSD,MX550 2GB,15.6,HD,1.5,macOS,Notebook,6.8,No,75000
LTP00806,MSI,Notebook,i5-1135G7,32GB,512GB SSD,MX550 2GB,15.6,FHD,1.9,macOS,Notebook,6.1,No,127000
LTP00807,Avita,Notebook,i5-1235U,16GB,512GB SSD,Integrated,14.0,FHD,1.7,Windows 10,Notebook,9.8,No,61000
LTP00808,Dell,Ultrabook,Ryzen 5 5500U,8GB,256GB SSD,GTX 1650 4GB,14.0,HD,1.1,Windows 10,Ultrabook,6.0,No,63000
LTP00809,Avita,Netbook,Ryzen 3 3250U,4GB,256GB HDD,MX550 2GB,13.3,HD,1.1,Linux,Netbook,8.6,No,16000
LTP00810,Realme,Notebook,Ryzen 5 5500U,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.9,Windows 10,Notebook,8.9,No,64000
LTP00811,Apple,Business Series,Apple M2 Pro,16GB,512GB SSD,Integrated,14.0,Retina,1.8,macOS,Business Series,18.0,Yes,139000
LTP00812,ASUS,Ultrabook,Ryzen 7 5700U,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.2,Windows 10,Ultrabook,7.9,No,84000
LTP00813,Apple,Notebook,Apple M1 Pro,16GB,256GB SSD,Integrated,15.6,Retina,2.1,macOS,Notebook,17.3,No,125000
LTP00814,Microsoft,Notebook,Ryzen 5 5500U,8GB,512GB SSD,Integrated,14.0,QHD,1.7,Linux,Notebook,9.5,No,86000
LTP00815,Realme,Notebook,i7-11800H,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,macOS,Notebook,8.9,No,67000
LTP00816,Dell,Notebook,Ryzen 7 5700U,16GB,256GB SSD,MX550 2GB,15.6,HD,1.6,macOS,Notebook,5.4,No,71000
LTP00817,MSI,Business Series,Ryzen 5 5500U,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,Windows 11,Business Series,6.7,No,86000
LTP00818,Infinix,Notebook,Ryzen 5 5500U,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.1,Linux,Notebook,8.7,No,59000
LTP00819,Microsoft,Notebook,i3-1115G4,8GB,512GB SSD,MX550 2GB,15.6,QHD,1.6,macOS,Notebook,6.5,No,84000
LTP00820,Microsoft,Ultrabook,Ryzen 7 5700U,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.7,macOS,Ultrabook,9.9,No,86000
LTP00821,Realme,Gaming Series,i9-12900H,16GB,512GB SSD,RTX 3060 6GB,16.0,FHD,2.7,Windows 10,Gaming Series,3.9,No,125000
LTP00822,HP,Business Series,i5-11400H,8GB,2TB SSD,Integrated,14.0,FHD,1.5,Windows 11,Business Series,9.5,No,76000
LTP00823,Samsung,Gaming Series,i5-12500H,16GB,2TB SSD,RTX 3050 4GB,16.0,FHD,2.7,macOS,Gaming Series,3.9,No,121000
LTP00824,HP,Netbook,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,FHD,1.4,Linux,Netbook,9.0,No,29000
LTP00825,Lenovo,Ultrabook,i5-11400H,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.0,Linux,Ultrabook,5.5,No,84000
LTP00826,ASUS,Gaming Series,Ryzen 9 5900HX,32GB,512GB SSD,RTX 4060 8GB,16.0,QHD,2.2,Windows 10,Gaming Series,3.6,No,156000
LTP00827,Lenovo,Gaming Series,i9-12900H,32GB,512GB SSD,RTX 3050 4GB,17.3,QHD,2.0,Windows 11,Gaming Series,3.2,No,146000
LTP00828,Lenovo,Notebook,i5-11400H,16GB,512GB SSD,Integrated,14.0,FHD,2.2,Linux,Notebook,9.4,No,66000
LTP00829,Avita,Netbook,i3-1215U,4GB,256GB SSD,MX550 2GB,13.3,HD,1.2,DOS,Netbook,7.0,No,17000
LTP00830,Apple,Ultrabook,Apple M1 Pro,16GB,1TB SSD,Integrated,14.0,Retina,1.8,macOS,Ultrabook,17.2,No,143000
LTP00831,Dell,Notebook,Ryzen 9 5900HX,4GB,512GB SSD,MX550 2GB,15.6,FHD,2.1,Windows 11,Notebook,7.1,No,60000
LTP00832,Samsung,Gaming Series,i9-12900H,16GB,512GB SSD,RTX 3060 6GB,15.6,FHD,2.6,Windows 10,Gaming Series,3.3,No,133000
LTP00833,Lenovo,Ultrabook,i3-1115G4,4GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,Windows 10,Ultrabook,8.3,No,46000
LTP00834,ASUS,Business Series,Ryzen 5 5600H,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.7,Windows 11,Business Series,5.1,No,82000
LTP00835,Microsoft,Notebook,Ryzen 5 5600H,8GB,512GB SSD,Integrated,14.0,HD,2.1,Linux,Notebook,9.1,No,74000
LTP00836,Infinix,Gaming Series,i5-12500H,16GB,2TB SSD,GTX 1650 4GB,16.0,FHD,2.6,Windows 10,Gaming Series,4.6,No,90000
LTP00837,Realme,Gaming Series,i7-12700H,16GB,2TB SSD,RTX 3060 6GB,16.0,FHD,2.1,macOS,Gaming Series,5.9,No,115000
LTP00838,MSI,Notebook,Ryzen 7 5700U,8GB,1TB SSD,MX550 2GB,14.0,FHD,2.3,macOS,Notebook,8.6,No,93000
LTP00839,Infinix,Notebook,i9-12900H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Windows 10,Notebook,9.0,No,77000
LTP00840,Lenovo,Notebook,Ryzen 9 5900HS,8GB,1TB SSD,Integrated,14.0,HD,1.9,Windows 11,Notebook,7.1,No,75000
LTP00841,Dell,Netbook,Ryzen 3 3250U,8GB,256GB HDD,MX550 2GB,13.3,HD,1.1,DOS,Netbook,8.6,No,35000
LTP00842,Microsoft,Ultrabook,i5-1135G7,16GB,512GB SSD,MX550 2GB,13.3,HD,1.7,Windows 10,Ultrabook,5.8,No,108000
LTP00843,Dell,Gaming Series,Ryzen 7 5800H,32GB,1TB SSD,RTX 4060 8GB,17.3,FHD,2.0,Windows 11,Gaming Series,3.4,No,156000
LTP00844,Avita,Notebook,Ryzen 3 3250U,8GB,1TB SSD,Integrated,15.6,FHD,1.7,macOS,Notebook,7.3,No,41000
LTP00845,Infinix,Business Series,i5-12500H,16GB,1TB SSD,GTX 1650 4GB,15.6,HD,1.9,Windows 11,Business Series,10.0,Yes,80000
LTP00846,ASUS,Ultrabook,Ryzen 7 5800H,4GB,512GB SSD,Integrated,13.3,FHD,1.6,macOS,Ultrabook,6.1,No,55000
LTP00847,Acer,Notebook,Ryzen 7 5700U,16GB,512GB SSD,MX550 2GB,14.0,HD,1.6,macOS,Notebook,8.7,No,66000
LTP00848,HP,Notebook,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,15.6,FHD,1.5,Linux,Notebook,6.2,No,96000
LTP00849,Realme,Notebook,i7-1255U,8GB,256GB SSD,Integrated,15.6,FHD,1.9,Linux,Notebook,6.5,No,51000
LTP00850,MSI,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,11.6,FHD,1.4,Linux,Netbook,9.8,No,43309
LTP00851,Lenovo,Gaming Series,Ryzen 9 5900HS,32GB,1TB SSD,RTX 3070 8GB,17.3,QHD,2.5,Linux,Gaming Series,3.5,No,174000
LTP00852,Avita,Netbook,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.1,Windows 11,Netbook,6.8,No,13000
LTP00853,Apple,Business Series,Apple M1,16GB,512GB SSD,Integrated,15.6,Retina,1.8,macOS,Business Series,18.0,No,110000
LTP00854,Dell,Business Series,i3-1115G4,16GB,1TB SSD,GTX 1650 4GB,14.0,HD,1.5,Linux,Business Series,9.5,No,84000
LTP00855,Lenovo,Notebook,i5-1235U,16GB,256GB SSD,MX550 2GB,15.6,QHD,1.7,Windows 10,Notebook,8.1,Yes,81000
LTP00856,Apple,Gaming Series,Apple M2,64GB,2TB SSD,Integrated,16.0,Retina,2.4,macOS,Gaming Series,17.6,No,241000
LTP00857,Avita,Notebook,i7-12700H,4GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Windows 11,Notebook,8.2,No,58000
LTP00858,Acer,Notebook,Ryzen 5 5500U,8GB,1TB SSD,MX550 2GB,15.6,HD,2.2,Windows 10,Notebook,5.9,No,54000
LTP00859,Avita,Business Series,i7-1255U,16GB,1TB SSD,Integrated,14.0,FHD,2.0,Windows 10,Business Series,9.7,No,81000
LTP00860,Infinix,Notebook,i3-1215U,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.7,Linux,Notebook,9.4,No,31000
LTP00861,Infinix,Netbook,i3-1115G4,4GB,256GB HDD,MX550 2GB,13.3,FHD,1.3,Linux,Netbook,6.7,No,13000
LTP00862,Lenovo,Ultrabook,i7-12700H,16GB,1TB SSD,MX550 2GB,13.3,FHD,2.0,Linux,Ultrabook,7.8,No,83000
LTP00863,Microsoft,Gaming Series,i9-12900H,16GB,512GB SSD,RTX 3070 8GB,17.3,FHD,2.1,Windows 11,Gaming Series,4.8,No,161000
LTP00864,Realme,Business Series,Ryzen 3 3250U,16GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.0,Windows 10,Business Series,5.5,No,62000
LTP00865,Samsung,Ultrabook,i3-1115G4,8GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.2,Linux,Ultrabook,8.6,No,68000
LTP00866,MSI,Netbook,i3-1115G4,4GB,256GB HDD,Integrated,13.3,HD,1.0,DOS,Netbook,6.7,No,45000
LTP00867,Infinix,Business Series,i7-12700H,16GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 11,Business Series,6.7,No,73000
LTP00868,Avita,Notebook,i7-1255U,4GB,256GB SSD,MX550 2GB,15.6,HD,1.7,macOS,Notebook,8.4,No,49000
LTP00869,Samsung,Notebook,i5-1235U,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.1,Linux,Notebook,5.5,No,83000
LTP00870,Lenovo,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.5,macOS,Netbook,6.1,No,23000
LTP00871,ASUS,Netbook,i3-1215U,8GB,256GB HDD,Integrated,11.6,HD,1.0,DOS,Netbook,6.8,No,28000
LTP00872,Avita,Notebook,i5-12500H,8GB,512GB SSD,MX550 2GB,15.6,HD,1.8,macOS,Notebook,7.6,No,52000
LTP00873,Apple,Ultrabook,Apple M1,16GB,512GB SSD,Integrated,13.3,Retina,1.2,macOS,Ultrabook,12.8,No,114000
LTP00874,Dell,Ultrabook,Ryzen 5 5600H,8GB,512GB SSD,Integrated,13.3,FHD,1.8,Linux,Ultrabook,7.3,No,50000
LTP00875,Apple,Gaming Series,Apple M1 Pro,16GB,512GB SSD,Integrated,17.3,Retina,2.6,macOS,Gaming Series,17.2,No,137000
LTP00876,Infinix,Ultrabook,i7-12700H,4GB,512GB SSD,MX550 2GB,14.0,FHD,1.1,Linux,Ultrabook,8.0,No,50000
LTP00877,Avita,Notebook,i3-1115G4,8GB,512GB SSD,Integrated,15.6,FHD,1.5,macOS,Notebook,5.6,No,32000
LTP00878,MSI,Notebook,i5-1135G7,16GB,1TB SSD,Integrated,15.6,FHD,1.9,Windows 10,Notebook,8.1,No,103000
LTP00879,Infinix,Gaming Series,Ryzen 9 5900HS,8GB,1TB SSD,GTX 1650 4GB,17.3,4K,2.5,Linux,Gaming Series,5.6,No,110000
LTP00880,HP,Netbook,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,13.3,HD,1.3,macOS,Netbook,6.3,No,33000
LTP00881,ASUS,Ultrabook,i7-11800H,16GB,512GB SSD,GTX 1650 4GB,13.3,QHD,1.4,Windows 11,Ultrabook,8.7,No,95000
LTP00882,Avita,Notebook,Ryzen 5 5600H,8GB,512GB SSD,MX550 2GB,15.6,FHD,1.7,Windows 11,Notebook,7.3,No,43000
LTP00883,HP,Notebook,i3-1115G4,4GB,512GB SSD,Integrated,15.6,FHD,2.0,macOS,Notebook,6.6,No,40000
LTP00884,Dell,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,11.6,HD,1.1,macOS,Netbook,6.1,No,31000
LTP00885,Avita,Ultrabook,Ryzen 5 5500U,16GB,1TB SSD,Integrated,14.0,FHD,1.5,Windows 10,Ultrabook,7.3,No,56000
LTP00886,Realme,Netbook,i3-1215U,8GB,256GB HDD,Integrated,13.3,FHD,1.1,Linux,Netbook,8.2,No,21000
LTP00887,HP,Notebook,i7-12700H,16GB,256GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,6.1,No,71000
LTP00888,Apple,Ultrabook,Apple M1 Pro,16GB,1TB SSD,Integrated,14.0,Retina,1.5,macOS,Ultrabook,14.8,No,137000
LTP00889,Lenovo,Netbook,i3-1115G4,8GB,512GB HDD,MX550 2GB,11.6,HD,1.3,DOS,Netbook,9.9,No,32000
LTP00890,Realme,Notebook,Ryzen 9 5900HX,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,Windows 10,Notebook,5.5,No,78000
LTP00891,Avita,Netbook,Ryzen 3 3250U,4GB,512GB HDD,Integrated,11.6,HD,1.3,Windows 11,Netbook,6.8,No,9000
LTP00892,Dell,Notebook,Ryzen 7 5800H,16GB,512GB SSD,Integrated,14.0,QHD,1.9,Linux,Notebook,5.6,No,77000
LTP00893,Lenovo,Notebook,i5-1135G7,16GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,7.1,No,69000
LTP00894,HP,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 3070 8GB,16.0,QHD,2.6,Windows 10,Gaming Series,3.1,No,156000
LTP00895,Avita,Ultrabook,Ryzen 7 5700U,8GB,512GB SSD,Integrated,13.3,FHD,1.4,Windows 10,Ultrabook,8.3,No,42000
LTP00896,Samsung,Notebook,i5-1235U,8GB,1TB SSD,Integrated,14.0,FHD,1.8,macOS,Notebook,8.4,No,67000
LTP00897,Acer,Ultrabook,i3-1215U,16GB,256GB SSD,Integrated,14.0,FHD,1.7,Windows 11,Ultrabook,6.5,No,50000
LTP00898,Acer,Ultrabook,Ryzen 7 5800H,16GB,1TB SSD,Integrated,14.0,FHD,1.3,macOS,Ultrabook,6.1,No,71000
LTP00899,Lenovo,Ultrabook,i5-11400H,16GB,1TB SSD,GTX 1650 4GB,13.3,QHD,1.6,macOS,Ultrabook,7.9,No,92000
LTP00900,MSI,Gaming Series,Ryzen 7 5800H,16GB,1TB SSD,RTX 4050 6GB,15.6,QHD,2.1,Windows 11,Gaming Series,3.7,No,131000
LTP00901,Realme,Gaming Series,i5-12500H,16GB,2TB SSD,RTX 3060 6GB,15.6,QHD,2.7,Windows 11,Gaming Series,5.3,No,114000
LTP00902,ASUS,Netbook,i3-1115G4,8GB,512GB HDD,Integrated,11.6,FHD,0.9,Linux,Netbook,8.3,No,28000
LTP00903,Infinix,Notebook,i9-12900H,8GB,1TB SSD,MX550 2GB,15.6,HD,1.7,Windows 11,Notebook,9.2,Yes,84000
LTP00904,Microsoft,Netbook,i3-1115G4,4GB,512GB HDD,Integrated,11.6,HD,1.4,Windows 11,Netbook,7.3,No,45000
LTP00905,HP,Netbook,i3-1215U,4GB,256GB SSD,Integrated,13.3,HD,1.2,Windows 11,Netbook,9.4,No,26000
LTP00906,Avita,Notebook,Ryzen 7 5800H,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.9,Windows 10,Notebook,6.4,No,64000
LTP00907,Microsoft,Notebook,i5-11400H,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,macOS,Notebook,7.5,No,88000
LTP00908,Avita,Netbook,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.1,macOS,Netbook,9.1,No,13000
LTP00909,Realme,Notebook,i5-12500H,8GB,512GB SSD,Integrated,14.0,FHD,1.6,macOS,Notebook,9.8,No,48000
LTP00910,MSI,Gaming Series,i9-12900H,16GB,1TB SSD,RTX 3060 6GB,16.0,FHD,2.3,Windows 11,Gaming Series,5.2,No,148000
LTP00911,MSI,Gaming Series,i5-12500H,64GB,1TB SSD,GTX 1650 4GB,15.6,4K,2.6,Linux,Gaming Series,3.1,No,195000
LTP00912,Infinix,Notebook,Ryzen 5 5500U,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Windows 10,Notebook,7.2,No,37000
LTP00913,Lenovo,Netbook,i3-1215U,8GB,256GB SSD,MX550 2GB,13.3,HD,1.4,DOS,Netbook,7.9,No,35000
LTP00914,MSI,Notebook,i3-1215U,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,macOS,Notebook,5.4,No,86000
LTP00915,Lenovo,Gaming Series,Ryzen 9 5900HS,16GB,512GB SSD,RTX 4050 6GB,16.0,FHD,2.6,macOS,Gaming Series,3.8,No,108000
LTP00916,Dell,Notebook,i5-1135G7,16GB,512GB SSD,MX550 2GB,14.0,HD,1.9,macOS,Notebook,7.3,No,77000
LTP00917,Infinix,Notebook,i3-1115G4,16GB,512GB SSD,Integrated,15.6,FHD,2.2,Windows 11,Notebook,5.3,No,41000
LTP00918,Realme,Netbook,i3-1115G4,8GB,256GB HDD,MX550 2GB,13.3,HD,1.3,DOS,Netbook,8.3,No,25000
LTP00919,Microsoft,Notebook,Ryzen 9 5900HX,16GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,Windows 10,Notebook,9.4,No,99000
LTP00920,Apple,Notebook,Apple M1 Pro,8GB,1TB SSD,Integrated,15.6,Retina,2.2,macOS,Notebook,14.4,No,129000
LTP00921,MSI,Notebook,i9-12900H,8GB,256GB SSD,MX550 2GB,15.6,FHD,2.0,macOS,Notebook,6.0,No,113000
LTP00922,Infinix,Gaming Series,i7-12700H,16GB,512GB SSD,RTX 3050 4GB,17.3,QHD,2.7,Windows 11,Gaming Series,5.3,No,108000
LTP00923,Apple,Gaming Series,Apple M2,32GB,512GB SSD,Integrated,16.0,Retina,2.8,macOS,Gaming Series,13.4,No,164000
LTP00924,Dell,Notebook,Ryzen 7 5800H,4GB,1TB SSD,MX550 2GB,14.0,FHD,1.9,Windows 10,Notebook,7.0,No,61000
