Brand,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
Microsoft,Ryzen 7 5700U,8GB,1TB SSD,Integrated,15.6,QHD,1.8,Windows 11,Notebook,5.6,No,93000
Lenovo,i7-11800H,32GB,512GB SSD,Integrated,15.6,HD,2.0,Windows 10,Notebook,5.7,No,90000
HP,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.1,Windows 10,Netbook,9.5,No,30000
Infinix,Ryzen 5 5500U,16GB,1TB SSD,MX550 2GB,15.6,HD,2.3,Windows 10,Notebook,6.1,No,53000
Dell,Ryzen 3 3250U,8GB,256GB HDD,MX550 2GB,13.3,HD,1.1,DOS,Netbook,8.6,No,35000
Avita,Ryzen 3 3250U,8GB,512GB SSD,Integrated,13.3,QHD,1.2,Linux,Ultrabook,8.0,No,37000
Apple,Apple M2,16GB,1TB SSD,Integrated,13.3,Retina,1.6,macOS,Ultrabook,15.5,No,117000
Apple,Apple M2 Pro,32GB,1TB SSD,Integrated,16.0,Retina,2.1,macOS,Gaming Series,16.8,No,182000
Acer,i9-12900H,8GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.7,Linux,Ultrabook,7.3,No,95000
Apple,Apple M2,16GB,512GB SSD,Integrated,15.6,Retina,1.8,macOS,Business Series,13.9,No,138000
Avita,Ryzen 7 5800H,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.9,Windows 10,Notebook,6.4,No,64000
Avita,i5-12500H,32GB,1TB SSD,GTX 1650 4GB,17.3,4K,2.1,Windows 10,Gaming Series,5.7,No,119000
Infinix,Ryzen 3 3250U,4GB,512GB HDD,MX550 2GB,13.3,HD,0.9,Windows 10,Netbook,8.8,No,14000
Avita,Ryzen 7 5700U,4GB,256GB SSD,Integrated,14.0,FHD,1.9,Windows 11,Notebook,6.9,No,34000
Samsung,i5-12500H,16GB,2TB SSD,GTX 1650 4GB,15.6,QHD,2.2,Windows 11,Gaming Series,5.3,No,127000
ASUS,Ryzen 9 5900HX,32GB,512GB SSD,GTX 1650 4GB,16.0,QHD,2.8,Linux,Gaming Series,5.2,No,137000
Acer,i5-12500H,16GB,512GB SSD,RTX 3060 6GB,15.6,QHD,2.7,Windows 10,Gaming Series,4.2,No,98000
Realme,i3-1215U,16GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.5,Linux,Ultrabook,9.5,No,71000
MSI,i7-12700H,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.7,Windows 10,Notebook,6.1,No,85000
Infinix,i7-12700H,32GB,1TB SSD,GTX 1650 4GB,17.3,FHD,2.3,Windows 11,Gaming Series,4.2,No,133000
Avita,i3-1115G4,8GB,256GB SSD,Integrated,13.3,HD,1.2,Windows 11,Netbook,9.6,Yes,19000
Infinix,Ryzen 7 5800H,8GB,512GB SSD,Integrated,14.0,HD,1.7,Linux,Notebook,9.8,No,38000
Realme,Ryzen 7 5800H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.5,macOS,Notebook,9.0,No,52000
Realme,i5-12500H,16GB,256GB SSD,MX550 2GB,15.6,HD,1.5,macOS,Notebook,9.3,No,64000
Acer,Ryzen 5 5500U,16GB,512GB SSD,Integrated,14.0,FHD,2.2,Windows 11,Business Series,5.0,No,68000
MSI,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.4,Windows 10,Netbook,6.8,No,29080
Acer,i3-1215U,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.4,macOS,Ultrabook,5.8,No,56000
Samsung,Ryzen 9 5900HX,32GB,2TB SSD,RTX 4060 8GB,16.0,FHD,2.7,Windows 10,Gaming Series,5.4,No,182000
HP,Ryzen 7 5800H,8GB,1TB SSD,MX550 2GB,13.3,HD,2.0,Windows 11,Ultrabook,5.5,No,70000
ASUS,Ryzen 3 3250U,32GB,1TB SSD,GTX 1650 4GB,14.0,QHD,1.6,Linux,Business Series,5.3,No,114000
Samsung,i5-1235U,16GB,2TB SSD,MX550 2GB,14.0,HD,2.1,Linux,Business Series,6.5,No,104000
HP,Ryzen 5 5600H,8GB,512GB SSD,GTX 1650 4GB,14.0,HD,1.4,Linux,Ultrabook,5.7,No,60000
Apple,Apple M2,32GB,2TB SSD,Integrated,14.0,Retina,2.3,macOS,Business Series,17.2,No,153000
Microsoft,Ryzen 9 5900HX,8GB,512GB SSD,Integrated,15.6,FHD,2.2,Windows 10,Notebook,5.1,No,90000
Avita,Ryzen 9 5900HX,16GB,256GB SSD,Integrated,13.3,HD,1.6,Windows 11,Ultrabook,8.3,No,61000
Microsoft,i7-1255U,32GB,256GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,9.1,No,118000
MSI,i5-11400H,16GB,1TB SSD,Integrated,13.3,QHD,1.7,macOS,Ultrabook,5.9,No,107000
Apple,Apple M1 Pro,8GB,256GB SSD,Integrated,11.6,Retina,1.4,macOS,Netbook,12.0,No,37074
MSI,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,11.6,FHD,1.4,macOS,Netbook,7.1,Yes,30262
Avita,Ryzen 9 5900HS,16GB,2TB SSD,RTX 3060 6GB,17.3,4K,2.1,macOS,Gaming Series,3.9,No,144000
Dell,i5-1235U,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,Windows 10,Ultrabook,5.2,No,63000
Infinix,i7-12700H,16GB,512GB SSD,RTX 3050 4GB,17.3,QHD,2.7,Windows 11,Gaming Series,5.3,No,108000
Samsung,i5-12500H,32GB,512GB SSD,RTX 4050 6GB,15.6,FHD,2.1,Windows 10,Gaming Series,3.4,No,132000
MSI,i7-11800H,8GB,512GB SSD,Integrated,15.6,4K,2.1,Linux,Notebook,6.5,No,109000
Avita,i5-1135G7,8GB,1TB SSD,MX550 2GB,14.0,FHD,2.0,Windows 11,Notebook,9.3,No,56000
Samsung,Ryzen 5 5600H,4GB,512GB SSD,Integrated,14.0,FHD,1.5,Windows 10,Notebook,5.5,No,53000
Microsoft,i7-12700H,16GB,512GB SSD,Integrated,15.6,FHD,2.0,Linux,Notebook,7.8,No,95000
Dell,i5-11400H,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.9,Windows 11,Ultrabook,7.5,No,95000
Acer,Ryzen 5 5600H,32GB,512GB SSD,Integrated,14.0,FHD,2.1,Linux,Business Series,8.0,No,86000
Dell,i9-12900H,8GB,512GB SSD,RTX 3050 4GB,15.6,FHD,2.2,Windows 10,Gaming Series,3.9,No,99000
Dell,i3-1115G4,4GB,256GB SSD,MX550 2GB,11.6,HD,1.0,Windows 11,Netbook,6.7,No,34000
Apple,Apple M2,16GB,1TB SSD,Integrated,13.3,Retina,1.2,macOS,Ultrabook,17.6,No,124000
Microsoft,i5-11400H,8GB,512GB SSD,Integrated,14.0,FHD,2.0,macOS,Ultrabook,7.7,No,83000
Realme,Ryzen 5 5500U,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.9,macOS,Ultrabook,5.8,No,61000
HP,i3-1215U,4GB,256GB SSD,Integrated,13.3,HD,0.9,Linux,Netbook,7.0,No,22000
Acer,i7-1255U,16GB,256GB SSD,MX550 2GB,14.0,QHD,2.3,Linux,Notebook,9.6,No,78000
Realme,i7-12700H,16GB,2TB SSD,RTX 3060 6GB,16.0,FHD,2.1,macOS,Gaming Series,5.9,No,115000
ASUS,i7-12700H,16GB,2TB SSD,RTX 3050 4GB,17.3,QHD,2.3,Linux,Gaming Series,3.3,No,134000
Avita,i7-12700H,32GB,1TB SSD,GTX 1650 4GB,15.6,QHD,2.6,Windows 11,Gaming Series,5.2,No,132000
ASUS,Ryzen 5 5600H,16GB,1TB SSD,Integrated,15.6,FHD,1.8,macOS,Notebook,7.1,No,64000
Lenovo,Ryzen 5 5600H,4GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.5,Windows 11,Ultrabook,7.5,Yes,56000
Microsoft,i3-1115G4,4GB,256GB SSD,Integrated,11.6,HD,1.1,Windows 11,Netbook,7.0,No,47000
Lenovo,i7-1255U,32GB,1TB SSD,MX550 2GB,14.0,HD,1.7,macOS,Ultrabook,7.5,No,107000
Samsung,Ryzen 9 5900HS,16GB,1TB SSD,RTX 4060 8GB,16.0,FHD,2.1,Windows 11,Gaming Series,4.8,No,143000
ASUS,i5-1135G7,16GB,256GB SSD,MX550 2GB,14.0,4K,1.7,macOS,Notebook,8.2,No,82000
Lenovo,Ryzen 7 5800H,32GB,1TB SSD,RTX 4060 8GB,16.0,QHD,2.3,Linux,Gaming Series,5.7,No,154000
Microsoft,i3-1115G4,4GB,256GB HDD,Integrated,11.6,FHD,1.4,Windows 11,Netbook,6.8,No,22987
Dell,Ryzen 3 3250U,4GB,512GB HDD,Integrated,11.6,FHD,1.0,Windows 11,Netbook,7.4,No,21000
Infinix,Ryzen 7 5800H,64GB,2TB SSD,RTX 4050 6GB,16.0,FHD,2.3,Windows 11,Gaming Series,5.9,No,167000
Acer,Ryzen 5 5600H,16GB,512GB SSD,GTX 1650 4GB,15.6,QHD,2.1,macOS,Business Series,5.2,No,76000
Avita,i5-11400H,16GB,512GB SSD,Integrated,13.3,FHD,2.0,Windows 11,Ultrabook,5.0,No,58000
Acer,Ryzen 9 5900HS,16GB,512GB SSD,RTX 4060 8GB,17.3,QHD,2.0,macOS,Gaming Series,5.2,No,146000
Infinix,i5-12500H,16GB,1TB SSD,RTX 3050 4GB,15.6,4K,2.7,Windows 11,Gaming Series,4.1,No,109000
ASUS,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,11.6,HD,1.5,macOS,Netbook,6.9,Yes,39000
Dell,Ryzen 3 3250U,8GB,256GB HDD,Integrated,13.3,HD,1.2,Linux,Netbook,9.3,No,32000
MSI,Ryzen 5 5500U,16GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.2,macOS,Ultrabook,6.2,No,96000
ASUS,Ryzen 7 5800H,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.1,Windows 10,Notebook,9.9,No,80000
Avita,i5-1235U,32GB,256GB SSD,MX550 2GB,15.6,FHD,2.0,macOS,Notebook,9.3,No,82000
MSI,Ryzen 3 3250U,16GB,256GB SSD,Integrated,15.6,QHD,1.6,Windows 10,Notebook,9.8,No,77000
Realme,Ryzen 7 5700U,32GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.0,Linux,Business Series,5.6,No,109000
ASUS,i7-11800H,8GB,1TB SSD,Integrated,15.6,FHD,1.9,Windows 10,Notebook,8.2,No,79000
Dell,i5-12500H,4GB,1TB SSD,Integrated,14.0,FHD,2.1,macOS,Notebook,6.5,No,55000
Apple,Apple M1 Pro,8GB,1TB SSD,Integrated,15.6,Retina,1.6,macOS,Notebook,13.2,No,137000
Microsoft,i5-1135G7,32GB,512GB SSD,Integrated,15.6,HD,2.0,Linux,Notebook,9.1,No,107000
Dell,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.0,Linux,Notebook,6.7,No,92000
Realme,i7-11800H,8GB,1TB SSD,MX550 2GB,15.6,FHD,1.8,Windows 10,Business Series,6.9,No,72000
Lenovo,Ryzen 5 5500U,4GB,256GB SSD,Integrated,14.0,FHD,1.9,Windows 10,Notebook,9.8,No,38000
Acer,i5-1135G7,8GB,512GB SSD,GTX 1650 4GB,14.0,HD,1.6,Linux,Ultrabook,7.4,No,59000
Acer,i5-1135G7,16GB,2TB SSD,GTX 1650 4GB,14.0,HD,1.6,Windows 10,Business Series,9.6,No,101000
Avita,i7-1255U,4GB,256GB SSD,MX550 2GB,15.6,HD,1.7,macOS,Notebook,8.4,No,49000
Realme,i9-12900H,16GB,512GB SSD,Integrated,14.0,FHD,1.9,macOS,Notebook,7.2,No,87000
Avita,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,14.0,QHD,1.1,Windows 10,Ultrabook,9.7,No,34000
Realme,i3-1115G4,8GB,512GB HDD,Integrated,11.6,HD,1.1,Windows 10,Netbook,9.5,No,21000
Acer,Ryzen 7 5800H,16GB,2TB SSD,GTX 1650 4GB,17.3,FHD,2.1,Linux,Gaming Series,5.2,No,109000
HP,i5-12500H,16GB,512GB SSD,Integrated,15.6,FHD,2.2,Windows 10,Business Series,8.5,No,66000
Avita,i5-1235U,8GB,256GB SSD,MX550 2GB,14.0,FHD,2.1,Windows 10,Notebook,9.3,No,45000
Dell,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3050 4GB,15.6,QHD,2.5,Windows 11,Gaming Series,3.7,No,115000
MSI,Ryzen 7 5800H,8GB,256GB SSD,Integrated,15.6,FHD,1.9,macOS,Notebook,7.2,No,80000
Samsung,i7-12700H,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,macOS,Notebook,7.3,No,80000
Dell,i9-12900H,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,Windows 10,Ultrabook,6.2,No,105000
Lenovo,Ryzen 3 3250U,8GB,256GB HDD,MX550 2GB,11.6,HD,1.1,Linux,Netbook,7.3,No,30000
Apple,Apple M1,8GB,256GB SSD,Integrated,15.6,Retina,2.0,macOS,Notebook,15.6,No,91000
Lenovo,i5-11400H,16GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.9,Windows 10,Ultrabook,5.9,No,81000
Apple,Apple M2 Pro,4GB,512GB SSD,Integrated,14.0,Retina,2.3,macOS,Notebook,14.1,Yes,131000
Dell,Ryzen 7 5800H,16GB,1TB SSD,GTX 1650 4GB,16.0,FHD,2.2,Linux,Gaming Series,4.8,No,94000
MSI,i7-1255U,8GB,1TB SSD,MX550 2GB,14.0,QHD,2.0,Windows 11,Notebook,8.9,No,114000
Realme,Ryzen 7 5800H,32GB,2TB SSD,RTX 3070 8GB,17.3,QHD,2.5,Windows 10,Gaming Series,3.7,No,142000
HP,i7-1255U,16GB,256GB SSD,Integrated,14.0,HD,2.0,Windows 10,Notebook,5.4,No,78000
Realme,i7-12700H,16GB,256GB SSD,Integrated,13.3,FHD,1.5,macOS,Ultrabook,6.1,No,65000
Infinix,Ryzen 9 5900HX,8GB,2TB SSD,MX550 2GB,14.0,FHD,2.1,Windows 11,Business Series,5.8,No,83000
Samsung,Ryzen 5 5500U,16GB,256GB SSD,Integrated,13.3,FHD,1.2,Windows 11,Ultrabook,6.4,No,64000
Samsung,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3060 6GB,16.0,FHD,2.2,Linux,Gaming Series,5.4,No,132000
Acer,Ryzen 7 5700U,8GB,512GB SSD,Integrated,15.6,FHD,2.3,Windows 11,Notebook,8.4,No,52000
Realme,Ryzen 9 5900HS,32GB,1TB SSD,RTX 3050 4GB,15.6,FHD,2.3,Linux,Gaming Series,5.1,No,131000
Dell,i7-12700H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.7,macOS,Notebook,8.2,No,78000
Avita,i3-1215U,4GB,256GB SSD,Integrated,13.3,FHD,1.1,Linux,Netbook,8.3,No,14000
Avita,i3-1115G4,4GB,256GB SSD,MX550 2GB,13.3,HD,0.9,DOS,Netbook,9.1,No,19000
HP,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,11.6,HD,1.3,macOS,Netbook,7.9,No,38000
Apple,Apple M1,64GB,2TB SSD,Integrated,16.0,Retina,2.7,macOS,Gaming Series,14.4,No,223000
HP,i5-12500H,16GB,512GB SSD,Integrated,15.6,FHD,1.6,Linux,Notebook,7.2,No,69000
Samsung,Ryzen 7 5700U,4GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,Linux,Notebook,6.4,No,61000
Infinix,Ryzen 9 5900HS,8GB,1TB SSD,RTX 4060 8GB,16.0,FHD,2.2,Windows 10,Gaming Series,4.2,No,96000
Realme,i9-12900H,8GB,512GB SSD,RTX 4050 6GB,17.3,QHD,2.2,macOS,Gaming Series,5.0,No,126000
Avita,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,HD,1.5,Linux,Netbook,8.0,No,24000
MSI,Ryzen 3 3250U,4GB,512GB HDD,Integrated,11.6,HD,1.4,DOS,Netbook,8.4,Yes,46000
HP,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3050 4GB,15.6,FHD,2.3,macOS,Gaming Series,4.4,Yes,102000
Apple,Apple M1,32GB,2TB SSD,Integrated,17.3,Retina,2.3,macOS,Gaming Series,16.8,No,163000
Avita,i5-12500H,64GB,512GB SSD,RTX 3050 4GB,16.0,FHD,2.5,Linux,Gaming Series,3.4,No,163000
Realme,i5-1235U,4GB,512GB SSD,Integrated,14.0,FHD,1.2,macOS,Ultrabook,6.1,No,39000
Avita,Ryzen 7 5800H,16GB,256GB SSD,Integrated,14.0,FHD,1.8,Windows 10,Ultrabook,6.5,No,52000
Infinix,Ryzen 7 5800H,32GB,256GB SSD,Integrated,14.0,HD,2.0,Linux,Notebook,5.2,No,74000
MSI,i7-12700H,32GB,1TB SSD,Integrated,14.0,FHD,1.3,Windows 10,Ultrabook,8.3,No,133000
ASUS,i5-12500H,8GB,512GB SSD,MX550 2GB,13.3,FHD,1.3,Windows 11,Ultrabook,7.2,No,58000
Avita,i5-11400H,8GB,512GB SSD,MX550 2GB,15.6,QHD,1.7,macOS,Notebook,8.4,No,63000
Avita,i3-1115G4,16GB,2TB SSD,Integrated,14.0,FHD,2.0,Windows 10,Business Series,8.6,No,74000
ASUS,i5-12500H,16GB,256GB SSD,Integrated,14.0,QHD,1.7,Windows 10,Notebook,9.7,No,79000
Infinix,i9-12900H,16GB,1TB SSD,RTX 3050 4GB,15.6,FHD,2.3,Windows 10,Gaming Series,3.4,No,116000
Apple,Apple M1,16GB,512GB SSD,Integrated,14.0,Retina,1.9,macOS,Ultrabook,17.0,No,107000
Microsoft,i5-12500H,32GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.5,macOS,Gaming Series,3.2,No,170000
Samsung,i5-12500H,8GB,512GB SSD,Integrated,15.6,FHD,1.9,Windows 11,Notebook,5.9,Yes,67000
HP,i9-12900H,32GB,2TB SSD,RTX 4050 6GB,17.3,4K,2.6,macOS,Gaming Series,3.5,No,189000
Samsung,i5-1235U,4GB,256GB SSD,MX550 2GB,14.0,QHD,1.7,macOS,Ultrabook,6.8,No,64000
HP,i3-1115G4,8GB,1TB SSD,GTX 1650 4GB,15.6,FHD,1.8,Linux,Business Series,6.5,No,65000
Samsung,i9-12900H,32GB,1TB SSD,RTX 3050 4GB,17.3,QHD,2.6,Linux,Gaming Series,3.0,No,156000
Lenovo,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.2,Windows 11,Netbook,8.2,No,23000
Apple,Apple M2,8GB,512GB SSD,Integrated,15.6,Retina,2.3,macOS,Gaming Series,16.0,No,130000
HP,i3-1115G4,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.0,Windows 11,Notebook,7.2,No,51000
ASUS,i5-12500H,32GB,2TB SSD,RTX 4060 8GB,16.0,FHD,2.1,Windows 10,Gaming Series,5.7,No,153000
MSI,Ryzen 7 5700U,16GB,512GB SSD,MX550 2GB,13.3,QHD,1.3,Linux,Ultrabook,5.4,No,99000
Microsoft,i3-1215U,16GB,256GB SSD,GTX 1650 4GB,13.3,HD,1.3,Linux,Ultrabook,9.8,Yes,97000
Infinix,Ryzen 5 5600H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.5,Windows 10,Ultrabook,6.4,No,41000
Dell,i7-11800H,8GB,1TB SSD,MX550 2GB,14.0,HD,1.7,Windows 11,Ultrabook,9.6,No,82000
Avita,i7-12700H,16GB,1TB SSD,Integrated,15.6,HD,2.0,Windows 11,Notebook,7.2,Yes,75000
Realme,i9-12900H,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.0,macOS,Ultrabook,5.6,No,94000
Samsung,i5-11400H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,Windows 11,Notebook,6.4,No,68000
Lenovo,Ryzen 7 5700U,16GB,2TB SSD,Integrated,14.0,FHD,2.0,macOS,Business Series,6.7,No,96000
MSI,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4060 8GB,15.6,FHD,2.1,macOS,Gaming Series,4.2,No,153000
Apple,Apple M2,8GB,256GB SSD,Integrated,14.0,Retina,1.1,macOS,Ultrabook,17.5,No,106000
Acer,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.2,Windows 10,Netbook,6.8,No,25000
ASUS,i5-12500H,16GB,1TB SSD,Integrated,14.0,FHD,1.6,Windows 11,Notebook,6.2,No,77000
MSI,Ryzen 7 5700U,16GB,1TB SSD,MX550 2GB,14.0,QHD,1.4,Windows 11,Ultrabook,5.1,No,102000
Lenovo,Ryzen 3 3250U,4GB,256GB SSD,Integrated,11.6,HD,1.2,macOS,Netbook,8.7,No,25000
HP,i5-12500H,8GB,512GB SSD,Integrated,15.6,HD,1.9,Windows 11,Notebook,8.5,No,51000
Acer,i7-12700H,16GB,512GB SSD,Integrated,15.6,QHD,2.2,macOS,Notebook,5.5,No,78000
MSI,i5-11400H,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.4,Windows 11,Ultrabook,9.4,No,94000
Microsoft,i3-1215U,8GB,512GB HDD,Integrated,13.3,FHD,0.9,Linux,Netbook,7.0,No,23949
MSI,Ryzen 9 5900HX,16GB,512GB SSD,RTX 3070 8GB,17.3,FHD,2.7,Linux,Gaming Series,4.3,No,155000
MSI,Ryzen 7 5800H,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Windows 10,Notebook,6.1,No,99000
ASUS,i5-11400H,16GB,256GB SSD,Integrated,14.0,FHD,2.1,Windows 10,Notebook,9.0,No,63000
Acer,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,11.6,HD,1.0,DOS,Netbook,7.4,No,31000
ASUS,Ryzen 9 5900HX,32GB,512GB SSD,MX550 2GB,14.0,FHD,1.5,macOS,Notebook,7.2,No,113000
Microsoft,i5-11400H,8GB,512GB SSD,Integrated,13.3,FHD,1.5,Windows 10,Ultrabook,9.1,No,81000
Samsung,i5-11400H,8GB,512GB SSD,Integrated,14.0,FHD,1.5,Linux,Ultrabook,6.9,No,58000
HP,i5-12500H,32GB,1TB SSD,GTX 1650 4GB,17.3,FHD,2.8,Linux,Gaming Series,4.7,No,125000
Acer,Ryzen 7 5800H,4GB,512GB SSD,Integrated,14.0,FHD,1.8,Windows 11,Notebook,6.6,No,47000
Acer,Ryzen 5 5600H,4GB,512GB SSD,GTX 1650 4GB,14.0,HD,1.8,Windows 10,Ultrabook,6.9,No,51000
Realme,Ryzen 7 5800H,32GB,256GB SSD,Integrated,14.0,FHD,1.8,Linux,Notebook,7.9,No,84000
Acer,i5-12500H,16GB,1TB SSD,Integrated,14.0,FHD,2.3,Linux,Notebook,7.7,No,69000
Avita,i5-12500H,16GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.6,Windows 10,Gaming Series,5.2,No,93000
Apple,Apple M1,32GB,1TB SSD,Integrated,16.0,Retina,2.0,macOS,Gaming Series,12.6,No,149000
Infinix,Ryzen 5 5600H,8GB,512GB SSD,Integrated,14.0,FHD,2.3,macOS,Notebook,6.4,No,38000
Samsung,i7-1255U,16GB,256GB SSD,Integrated,14.0,HD,1.7,macOS,Ultrabook,9.7,No,79000
HP,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,HD,1.4,macOS,Netbook,9.4,No,32000
Acer,i3-1215U,4GB,512GB HDD,Integrated,13.3,HD,1.1,Windows 11,Netbook,9.2,No,18000
Realme,Ryzen 9 5900HS,16GB,256GB SSD,MX550 2GB,14.0,HD,1.7,Windows 11,Ultrabook,8.8,No,74000
Apple,Apple M2 Pro,64GB,512GB SSD,Integrated,15.6,Retina,2.6,macOS,Gaming Series,12.3,No,213000
Microsoft,Ryzen 9 5900HS,32GB,2TB SSD,GTX 1650 4GB,15.6,FHD,2.4,Windows 11,Gaming Series,3.5,No,173000
Acer,i7-1255U,8GB,1TB SSD,MX550 2GB,14.0,HD,1.9,Windows 11,Ultrabook,9.2,No,80000
Lenovo,i3-1215U,8GB,256GB SSD,Integrated,11.6,HD,1.3,Linux,Netbook,7.6,No,27000
Infinix,Ryzen 9 5900HS,8GB,1TB SSD,GTX 1650 4GB,14.0,FHD,2.1,Linux,Business Series,7.3,No,72000
Acer,i9-12900H,8GB,512GB SSD,Integrated,15.6,FHD,2.2,Linux,Notebook,7.9,No,70000
Realme,Ryzen 7 5800H,16GB,512GB SSD,RTX 4050 6GB,17.3,QHD,2.7,Linux,Gaming Series,3.7,No,105000
Lenovo,i7-12700H,32GB,1TB SSD,RTX 4060 8GB,17.3,FHD,2.4,Windows 10,Gaming Series,4.3,No,147000
Dell,i3-1215U,4GB,256GB SSD,MX550 2GB,11.6,HD,0.9,Windows 10,Netbook,6.7,No,29000
Avita,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,Linux,Notebook,5.3,No,36000
MSI,i7-11800H,16GB,256GB SSD,Integrated,14.0,QHD,2.2,Linux,Notebook,8.1,Yes,112000
Lenovo,i5-1235U,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Linux,Notebook,5.0,No,65000
Apple,Apple M1,8GB,512GB SSD,Integrated,15.6,Retina,1.7,macOS,Notebook,12.5,No,94000
Lenovo,i5-1235U,8GB,1TB SSD,MX550 2GB,15.6,FHD,1.9,macOS,Business Series,7.1,No,72000
Dell,Ryzen 9 5900HS,64GB,1TB SSD,RTX 3060 6GB,17.3,QHD,2.3,Windows 11,Gaming Series,4.9,No,193000
Lenovo,i3-1115G4,8GB,512GB HDD,MX550 2GB,13.3,HD,1.3,Windows 10,Netbook,8.0,No,29000
Apple,Apple M1,8GB,256GB SSD,Integrated,11.6,Retina,1.0,macOS,Netbook,13.6,No,38552
Infinix,i5-11400H,16GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,Windows 11,Notebook,7.9,No,61000
Lenovo,Ryzen 5 5500U,32GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.8,Linux,Ultrabook,6.5,Yes,94000
Dell,i3-1115G4,8GB,1TB SSD,MX550 2GB,14.0,HD,1.4,Linux,Ultrabook,5.4,Yes,60000
Realme,Ryzen 7 5700U,16GB,256GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,9.5,No,55000
Lenovo,i3-1115G4,4GB,512GB HDD,Integrated,13.3,HD,1.2,macOS,Netbook,9.8,No,22000
MSI,i3-1215U,16GB,256GB SSD,MX550 2GB,14.0,QHD,1.7,Windows 10,Notebook,6.0,No,87000
HP,i3-1215U,8GB,256GB HDD,MX550 2GB,13.3,HD,1.4,DOS,Netbook,6.8,Yes,34000
MSI,i7-1255U,8GB,256GB SSD,Integrated,13.3,FHD,1.5,macOS,Ultrabook,6.7,No,78000
Microsoft,i3-1215U,16GB,512GB SSD,Integrated,15.6,FHD,2.3,Windows 11,Notebook,8.3,No,79000
Microsoft,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,13.3,HD,1.0,DOS,Netbook,9.7,No,37669
ASUS,i7-12700H,16GB,512GB SSD,Integrated,14.0,FHD,2.0,Windows 10,Notebook,9.5,No,71000
Samsung,i7-1255U,16GB,1TB SSD,Integrated,14.0,FHD,1.8,macOS,Ultrabook,5.3,Yes,96000
Avita,Ryzen 3 3250U,4GB,512GB HDD,Integrated,13.3,FHD,1.0,Windows 10,Netbook,7.3,No,9000
HP,i3-1115G4,8GB,256GB HDD,MX550 2GB,13.3,HD,1.4,Linux,Netbook,7.1,No,35000
MSI,i7-12700H,16GB,2TB SSD,RTX 3050 4GB,16.0,FHD,2.5,Windows 11,Gaming Series,3.3,No,132000
Dell,i7-1255U,16GB,512GB SSD,Integrated,13.3,FHD,1.2,Windows 10,Ultrabook,6.9,No,74000
